% pp non-regulatory
gene_853,gene_123,pp,directed,0.84
gene_853,gene_550,pp,directed,0.992
gene_853,gene_581,pp,directed,0.782
gene_853,gene_104,pp,directed,0.984
gene_853,gene_589,pp,directed,0.886
gene_853,gene_374,pp,directed,0.755
gene_853,gene_795,pp,directed,0.987
gene_853,gene_195,pp,directed,0.997
gene_853,gene_507,pp,directed,0.772
gene_853,gene_968,pp,directed,0.869
gene_853,gene_97,pp,directed,0.918
gene_853,gene_468,pp,directed,0.978
gene_853,gene_814,pp,directed,0.999
gene_853,gene_618,pp,directed,0.921
gene_853,gene_638,pp,directed,0.942
gene_853,gene_447,pp,directed,0.998
gene_853,gene_124,pp,directed,0.948
gene_853,gene_439,pp,directed,0.996
gene_853,gene_637,pp,directed,0.996
gene_630,gene_206,pp,directed,0.726
gene_630,gene_94,pp,directed,0.932
gene_630,gene_325,pp,directed,0.708
gene_630,gene_157,pp,directed,0.998
gene_630,gene_462,pp,directed,0.991
gene_630,gene_521,pp,directed,0.93
gene_630,gene_366,pp,directed,0.966
gene_630,gene_700,pp,directed,0.852
gene_630,gene_684,pp,directed,0.966
gene_630,gene_158,pp,directed,0.806
gene_608,gene_161,pp,directed,0.84
gene_608,gene_79,pp,directed,0.832
gene_608,gene_822,pp,directed,0.95
gene_608,gene_910,pp,directed,0.839
gene_608,gene_643,pp,directed,0.783
gene_608,gene_518,pp,directed,0.701
gene_608,gene_199,pp,directed,0.797
gene_608,gene_893,pp,directed,0.976
gene_608,gene_148,pp,directed,0.861
gene_608,gene_285,pp,directed,0.938
gene_608,gene_443,pp,directed,0.799
gene_608,gene_303,pp,directed,0.991
gene_608,gene_956,pp,directed,0.88
gene_608,gene_948,pp,directed,0.71
gene_608,gene_588,pp,directed,0.999
gene_608,gene_387,pp,directed,0.996
gene_608,gene_849,pp,directed,0.781
gene_608,gene_834,pp,directed,0.832
gene_608,gene_557,pp,directed,0.804
gene_608,gene_143,pp,directed,0.833
gene_608,gene_225,pp,directed,0.817
gene_608,gene_365,pp,directed,0.932
gene_608,gene_815,pp,directed,0.752
gene_608,gene_114,pp,directed,0.864
gene_608,gene_67,pp,directed,0.868
gene_608,gene_970,pp,directed,0.862
gene_608,gene_583,pp,directed,0.807
gene_608,gene_110,pp,directed,0.778
gene_608,gene_255,pp,directed,0.947
gene_608,gene_655,pp,directed,0.902
gene_608,gene_127,pp,directed,0.74
gene_608,gene_252,pp,directed,0.85
gene_608,gene_615,pp,directed,0.95
gene_608,gene_898,pp,directed,0.968
gene_608,gene_627,pp,directed,0.958
gene_608,gene_716,pp,directed,0.817
gene_608,gene_421,pp,directed,0.746
gene_608,gene_768,pp,directed,0.743
gene_608,gene_414,pp,directed,0.891
gene_608,gene_74,pp,directed,0.759
gene_608,gene_461,pp,directed,0.772
gene_608,gene_48,pp,directed,0.858
gene_608,gene_809,pp,directed,0.777
gene_608,gene_270,pp,directed,0.975
gene_608,gene_126,pp,directed,0.837
gene_608,gene_828,pp,directed,0.969
gene_608,gene_656,pp,directed,0.914
gene_608,gene_692,pp,directed,0.829
gene_608,gene_440,pp,directed,0.715
gene_608,gene_868,pp,directed,0.843
gene_608,gene_445,pp,directed,0.899
gene_608,gene_168,pp,directed,0.942
gene_608,gene_236,pp,directed,0.916
gene_608,gene_404,pp,directed,0.944
gene_608,gene_432,pp,directed,0.87
gene_608,gene_824,pp,directed,0.859
gene_608,gene_165,pp,directed,0.966
gene_608,gene_997,pp,directed,0.97
gene_608,gene_436,pp,directed,0.701
gene_608,gene_558,pp,directed,0.743
gene_608,gene_950,pp,directed,0.712
gene_608,gene_326,pp,directed,0.728
gene_608,gene_158,pp,directed,0.703
gene_608,gene_732,pp,directed,0.892
gene_497,gene_827,pp,directed,0.737
gene_497,gene_434,pp,directed,0.996
gene_497,gene_454,pp,directed,0.774
gene_497,gene_602,pp,directed,0.809
gene_497,gene_899,pp,directed,0.864
gene_497,gene_289,pp,directed,0.977
gene_497,gene_586,pp,directed,0.721
gene_497,gene_679,pp,directed,0.898
gene_497,gene_350,pp,directed,0.739
gene_497,gene_157,pp,directed,0.835
gene_497,gene_325,pp,directed,0.907
gene_497,gene_769,pp,directed,0.855
gene_497,gene_785,pp,directed,0.901
gene_497,gene_993,pp,directed,0.886
gene_497,gene_606,pp,directed,0.784
gene_497,gene_909,pp,directed,0.894
gene_497,gene_44,pp,directed,0.962
gene_497,gene_247,pp,directed,0.72
gene_497,gene_903,pp,directed,0.891
gene_497,gene_778,pp,directed,0.997
gene_497,gene_813,pp,directed,0.994
gene_497,gene_25,pp,directed,0.908
gene_497,gene_574,pp,directed,0.966
gene_497,gene_257,pp,directed,0.817
gene_497,gene_357,pp,directed,0.992
gene_497,gene_134,pp,directed,0.999
gene_497,gene_51,pp,directed,0.999
gene_497,gene_645,pp,directed,0.982
gene_497,gene_250,pp,directed,0.789
gene_497,gene_640,pp,directed,0.859
gene_497,gene_304,pp,directed,0.994
gene_497,gene_487,pp,directed,0.967
gene_497,gene_500,pp,directed,0.972
gene_497,gene_514,pp,directed,0.95
gene_497,gene_613,pp,directed,0.873
gene_497,gene_336,pp,directed,0.752
gene_497,gene_308,pp,directed,0.833
gene_497,gene_3,pp,directed,0.974
gene_497,gene_453,pp,directed,0.946
gene_497,gene_525,pp,directed,0.757
gene_497,gene_985,pp,directed,0.789
gene_497,gene_46,pp,directed,0.953
gene_497,gene_238,pp,directed,0.877
gene_497,gene_744,pp,directed,0.998
gene_497,gene_724,pp,directed,0.838
gene_497,gene_163,pp,directed,0.716
gene_497,gene_438,pp,directed,0.975
gene_497,gene_147,pp,directed,0.731
gene_497,gene_180,pp,directed,0.893
gene_497,gene_700,pp,directed,0.739
gene_497,gene_269,pp,directed,0.958
gene_497,gene_232,pp,directed,0.926
gene_497,gene_673,pp,directed,0.869
gene_497,gene_425,pp,directed,0.971
gene_497,gene_818,pp,directed,0.955
gene_497,gene_29,pp,directed,0.951
gene_497,gene_543,pp,directed,0.848
gene_497,gene_38,pp,directed,0.701
gene_497,gene_160,pp,directed,0.728
gene_497,gene_523,pp,directed,0.774
gene_497,gene_875,pp,directed,0.93
gene_924,gene_432,pp,directed,0.711
gene_924,gene_4,pp,directed,0.924
gene_924,gene_236,pp,directed,0.8
gene_924,gene_930,pp,directed,0.812
gene_924,gene_152,pp,directed,0.849
gene_924,gene_734,pp,directed,0.775
gene_924,gene_10,pp,directed,0.843
gene_924,gene_158,pp,directed,0.915
gene_924,gene_865,pp,directed,0.816
gene_924,gene_908,pp,directed,0.929
gene_924,gene_427,pp,directed,0.732
gene_924,gene_918,pp,directed,0.882
gene_924,gene_366,pp,directed,0.782
gene_924,gene_383,pp,directed,0.885
gene_924,gene_74,pp,directed,0.712
gene_924,gene_871,pp,directed,0.77
gene_924,gene_585,pp,directed,0.801
gene_924,gene_498,pp,directed,0.853
gene_924,gene_703,pp,directed,0.777
gene_924,gene_216,pp,directed,0.864
gene_924,gene_253,pp,directed,0.828
gene_924,gene_254,pp,directed,0.719
gene_924,gene_110,pp,directed,0.744
gene_924,gene_233,pp,directed,0.707
gene_924,gene_896,pp,directed,0.732
gene_924,gene_910,pp,directed,0.739
gene_924,gene_894,pp,directed,0.791
gene_924,gene_518,pp,directed,0.725
gene_924,gene_478,pp,directed,0.721
gene_924,gene_953,pp,directed,0.952
gene_924,gene_325,pp,directed,0.974
gene_494,gene_103,pp,directed,0.999
gene_494,gene_65,pp,directed,0.834
gene_494,gene_513,pp,directed,0.97
gene_494,gene_499,pp,directed,0.914
gene_494,gene_192,pp,directed,0.915
gene_494,gene_824,pp,directed,0.994
gene_494,gene_158,pp,directed,0.984
gene_494,gene_347,pp,directed,0.707
gene_494,gene_19,pp,directed,0.715
gene_494,gene_633,pp,directed,0.856
gene_494,gene_403,pp,directed,0.982
gene_494,gene_879,pp,directed,0.876
gene_199,gene_838,pp,directed,0.8
gene_199,gene_302,pp,directed,0.998
gene_199,gene_799,pp,directed,0.84
gene_199,gene_751,pp,directed,0.745
gene_199,gene_851,pp,directed,0.902
gene_199,gene_770,pp,directed,0.826
gene_199,gene_326,pp,directed,0.934
gene_199,gene_158,pp,directed,0.741
gene_199,gene_734,pp,directed,0.729
gene_199,gene_732,pp,directed,0.829
gene_199,gene_165,pp,directed,0.997
gene_199,gene_592,pp,directed,0.999
gene_199,gene_608,pp,directed,0.797
gene_199,gene_927,pp,directed,0.702
gene_199,gene_377,pp,directed,0.996
gene_199,gene_186,pp,directed,0.944
gene_199,gene_567,pp,directed,0.999
gene_199,gene_627,pp,directed,0.997
gene_199,gene_898,pp,directed,0.999
gene_199,gene_388,pp,directed,0.999
gene_199,gene_370,pp,directed,0.842
gene_199,gene_565,pp,directed,0.855
gene_199,gene_270,pp,directed,0.74
gene_199,gene_828,pp,directed,0.742
gene_199,gene_555,pp,directed,0.853
gene_199,gene_141,pp,directed,0.789
gene_199,gene_440,pp,directed,0.74
gene_199,gene_461,pp,directed,0.853
gene_199,gene_48,pp,directed,0.848
gene_199,gene_67,pp,directed,0.998
gene_199,gene_64,pp,directed,0.841
gene_199,gene_127,pp,directed,0.704
gene_199,gene_385,pp,directed,0.715
gene_199,gene_655,pp,directed,0.949
gene_199,gene_252,pp,directed,0.818
gene_199,gene_938,pp,directed,0.852
gene_199,gene_372,pp,directed,0.998
gene_199,gene_131,pp,directed,0.739
gene_199,gene_965,pp,directed,0.809
gene_199,gene_462,pp,directed,0.734
gene_199,gene_649,pp,directed,0.864
gene_199,gene_910,pp,directed,0.817
gene_199,gene_893,pp,directed,0.968
gene_199,gene_148,pp,directed,0.782
gene_199,gene_161,pp,directed,0.999
gene_199,gene_588,pp,directed,0.766
gene_199,gene_834,pp,directed,0.918
gene_199,gene_411,pp,directed,0.999
gene_199,gene_303,pp,directed,0.919
gene_658,gene_158,pp,directed,0.981
gene_658,gene_57,pp,directed,0.975
gene_658,gene_314,pp,directed,0.814
gene_658,gene_890,pp,directed,0.76
gene_902,gene_661,pp,directed,0.728
gene_902,gene_158,pp,directed,0.986
gene_902,gene_338,pp,directed,0.726
gene_506,gene_975,pp,directed,0.943
gene_506,gene_52,pp,directed,0.957
gene_506,gene_655,pp,directed,0.842
gene_506,gene_547,pp,directed,0.94
gene_506,gene_225,pp,directed,0.933
gene_506,gene_508,pp,directed,0.763
gene_506,gene_676,pp,directed,0.985
gene_119,gene_992,pp,directed,0.931
gene_119,gene_441,pp,directed,0.963
gene_119,gene_718,pp,directed,0.999
gene_119,gene_25,pp,directed,0.823
gene_119,gene_622,pp,directed,0.856
gene_119,gene_77,pp,directed,0.993
gene_119,gene_360,pp,directed,0.999
gene_119,gene_475,pp,directed,0.746
gene_119,gene_907,pp,directed,0.845
gene_119,gene_350,pp,directed,0.838
gene_119,gene_391,pp,directed,0.922
gene_119,gene_797,pp,directed,0.999
gene_119,gene_266,pp,directed,0.977
gene_119,gene_679,pp,directed,0.723
gene_119,gene_222,pp,directed,0.725
gene_119,gene_378,pp,directed,0.856
gene_119,gene_827,pp,directed,0.793
gene_119,gene_211,pp,directed,0.931
gene_119,gene_750,pp,directed,0.761
gene_119,gene_30,pp,directed,0.934
gene_119,gene_957,pp,directed,0.927
gene_119,gene_41,pp,directed,0.963
gene_119,gene_543,pp,directed,0.966
gene_119,gene_125,pp,directed,0.82
gene_119,gene_943,pp,directed,0.836
gene_119,gene_366,pp,directed,0.794
gene_119,gene_700,pp,directed,0.803
gene_119,gene_410,pp,directed,0.797
gene_119,gene_777,pp,directed,0.732
gene_119,gene_947,pp,directed,0.929
gene_119,gene_937,pp,directed,0.941
gene_119,gene_874,pp,directed,0.809
gene_119,gene_310,pp,directed,0.724
gene_119,gene_201,pp,directed,0.82
gene_119,gene_496,pp,directed,0.707
gene_119,gene_449,pp,directed,0.797
gene_119,gene_672,pp,directed,0.818
gene_119,gene_453,pp,directed,0.844
gene_119,gene_149,pp,directed,0.716
gene_119,gene_129,pp,directed,0.803
gene_119,gene_708,pp,directed,0.855
gene_119,gene_158,pp,directed,0.741
gene_119,gene_215,pp,directed,0.902
gene_119,gene_905,pp,directed,0.999
gene_119,gene_257,pp,directed,0.703
gene_119,gene_58,pp,directed,0.916
gene_223,gene_979,pp,directed,0.923
gene_223,gene_702,pp,directed,0.908
gene_223,gene_791,pp,directed,0.922
gene_223,gene_268,pp,directed,0.969
gene_223,gene_205,pp,directed,0.915
gene_223,gene_672,pp,directed,0.927
gene_223,gene_961,pp,directed,0.908
gene_223,gene_283,pp,directed,0.928
gene_223,gene_227,pp,directed,0.926
gene_223,gene_685,pp,directed,0.918
gene_223,gene_824,pp,directed,0.914
gene_223,gene_27,pp,directed,0.979
gene_223,gene_158,pp,directed,0.943
gene_223,gene_734,pp,directed,0.968
gene_223,gene_326,pp,directed,0.742
gene_223,gene_228,pp,directed,0.926
gene_223,gene_910,pp,directed,0.937
gene_223,gene_948,pp,directed,0.942
gene_223,gene_671,pp,directed,0.958
gene_223,gene_183,pp,directed,0.959
